time,device_id,f_cnt,BatV,Bat_status,Ext_sensor,Hum_SHT,TempC_DS,TempC_SHT,Exti_pin_level,Exti_status,Work_mode
2026-01-04 19:30:00+00:00,raingaugetest1,,3.086,3.0,Temperature Sensor,91.975,-0.6525000000000001,-0.020000000000000004,,False,
2026-01-04 20:00:00+00:00,raingaugetest1,,3.086,3.0,Temperature Sensor,90.65,-0.7450000000000001,-0.13,,False,
2026-01-04 20:30:00+00:00,raingaugetest1,,3.086,3.0,Temperature Sensor,89.325,-0.8375,-0.23999999999999996,,False,
2026-01-04 21:00:00+00:00,raingaugetest1,,3.086,3.0,Temperature Sensor,88.0,-0.93,-0.35,,False,
2026-01-04 21:30:00+00:00,raingaugetest1,,3.086,3.0,Temperature Sensor,88.65,-1.2750000000000001,-0.495,,False,
2026-01-04 22:00:00+00:00,raingaugetest1,,3.086,3.0,Temperature Sensor,89.3,-1.62,-0.64,,False,
2026-01-04 22:30:00+00:00,raingaugetest1,,3.086,3.0,Temperature Sensor,87.9,-1.685,-0.7000000000000001,,False,
2026-01-04 23:00:00+00:00,raingaugetest1,,3.086,3.0,Temperature Sensor,86.5,-1.75,-0.76,,False,
2026-01-04 23:30:00+00:00,raingaugetest1,,3.086,3.0,Temperature Sensor,81.08,-1.874,2.958,,False,
2026-01-05 00:00:00+00:00,raingaugetest1,,3.086,3.0,Temperature Sensor,75.66,-1.998,6.676,,False,
2026-01-05 00:30:00+00:00,raingaugetest1,,3.086,3.0,Temperature Sensor,70.24,-2.122,10.394,,False,
2026-01-05 01:00:00+00:00,raingaugetest1,,3.086,3.0,Temperature Sensor,64.82,-2.246,14.112,,False,
2026-01-05 01:30:00+00:00,raingaugetest1,13.0,3.091,3.0,Temperature Sensor,59.4,-2.37,17.83,Low,False,Interrupt Sensor send
